,risk_tolerance,investment_experience,liquidity_needs,platform,time_spent,instrument_type_first_traded,first_deposit_amount,time_horizon,user_id,churn_flag,deposit_per_time,equity_volatility,avg_rolling_5day_avg,sd_rolling_5day_avg,avg_rolling_5day_sum,sd_rolling_5day_sum,avg_equity_growth_rate,equity_volatility_growth_rate,total_active_days,avg_equity,equity_delta_start_to_end,ndays_from_2017_08_18,max_streak_duration
10,med_risk_tolerance,no_investment_exp,very_important_liq_need,both,9.4436,stock,50.0,short_time_horizon,bf7d43376fee932d78537347beb07e36,0,4.787621126814509,119.82611953602452,306.13715436507937,115.8381900555119,1530.6857718253968,579.1909502775594,0.0020326099532384594,0.10408901577334752,252,303.80250357142853,-72.14999999999999,0,5
11,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,3.35893333333,etp,1000.0,long_time_horizon,56bea929bcaeae73d3737a42c02bfc3c,0,229.4139238959297,827.2982107543734,4256.753207819548,1013.4002828503504,21283.766039097743,5067.001414251752,0.028618028625948044,0.32528791196836,133,4085.472624060151,3764.5800000000004,0,5
12,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,74.3467666667,stock,200.0,short_time_horizon,b63f1ab8005b313815f116ea99ae1864,0,2.6543939288690312,43.490417638258315,374.7423961538462,60.20637294305553,1873.7119807692309,301.0318647152775,0.008744828567297571,0.11691984781095346,78,381.5745,76.1865,93,5
13,high_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,0.987966666667,stock,3000.0,med_time_horizon,3bc30bf7afa2a7ef04bb7d8f9742d752,0,1509.0796291015092,1177.5868193419021,3938.200100502512,1279.656828930346,19691.000502512565,6398.284144651732,0.00399366380224891,0.03850286237546994,199,4026.5827638190954,2892.12,0,5
14,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,4.52153333333,adr,5000.0,long_time_horizon,51a4ce44d4bc392a4a2db226308e8d0b,0,905.5455610162066,1255.2416423201848,5765.72906379085,1301.5715577213348,28828.645318954244,6507.857788606671,0.0034785833067920873,0.039773309322649136,153,5854.872937254902,2731.66,0,5
15,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,4.55301666667,wrt,10.0,med_time_horizon,064ecf3e3a66c362fa52807411ced374,0,1.8008229760989969,33.158845479651184,53.59714825242718,31.96644998588673,267.98574126213595,159.83224992943374,0.015803913484548796,0.22092280361498126,206,53.55377427184466,-1.0686,1,5
16,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,40.0,short_time_horizon,50cf51b304d3dd9796063cf7b8221ada,0,40.0,3.095664215128036,22.184292857142857,3.295124211786883,110.92146428571428,16.47562105893444,0.0004543219782406444,0.02665317408690873,252,22.02513888888889,0.5199999999999996,2,5
17,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,19.8825,stock,100.0,short_time_horizon,385e0cebee45e07eb97304f03a093529,0,4.788698671136118,2.575814385967617,104.86864827586207,8.614183974645663,524.3432413793104,43.07091987322833,0.00035543163730083495,0.006625443690333978,145,103.47062068965518,4.920000000000002,0,5
18,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,150.0,short_time_horizon,bb70182208e73de1dccc347d098b4292,0,150.0,290.9672041540795,3262.7944484126983,388.6401063123642,16313.972242063492,1943.200531561825,0.0007049842294640648,0.011502805930690972,252,3298.741384920635,553.1000000000004,2,5
19,low_risk_tolerance,no_investment_exp,very_important_liq_need,both,0.0,stock,50.0,med_time_horizon,44daa41022383125d36277779c8e8f85,0,50.0,25.359776907442072,27.326277777777776,21.964695027526638,136.6313888888889,109.82347513763325,-0.0004794286309492136,0.06420729772804994,252,27.374960317460317,-138.038,2,5
20,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.493266666667,etp,500.0,med_time_horizon,d2723168844432c5186a702aae7e58fa,0,334.8363766238817,678.6685175160295,1725.3817063492063,682.6584317911932,8626.908531746032,3413.2921589559637,0.021846050730867914,0.37814066337253305,252,1741.6676587301588,1272.94,1,5
21,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,8.54966666667,stock,10.0,short_time_horizon,3d8664d2b058d4796589a4dbedcc1a48,1,1.0471569688292621,0.6880235626519108,13.987976190476191,9.557615447809132,69.93988095238095,47.78807723904566,0.00412902619822351,0.03586126794545592,42,10.971666666666668,1.5749999999999993,0,5
22,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,short_time_horizon,72332b7f69aa4e58ae7b3d3737d79b41,0,1000.0,232.25461067894545,782.018540952381,241.26415291603533,3910.0927047619048,1206.3207645801776,-0.002318015981720912,0.030921672276101195,252,796.049892063492,-657.1831999999999,0,5
23,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,18.1116166667,stock,200.0,short_time_horizon,62b104513b4eb94f9464b6da36d00c46,0,10.464839447542873,793.9103584392558,1767.8296006349208,800.1000049921636,8839.148003174603,4000.5000249608215,0.01469472787403406,0.146631216401719,252,1791.2269555555556,2439.7999999999997,1,5
24,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,250.0,long_time_horizon,a78ceddff542a102b31cff689a618d86,0,250.0,277.78283978743065,1037.139496031746,419.94556820818633,5185.697480158729,2099.7278410409326,0.004448950916356544,0.03370291238589896,252,996.452130952381,902.03,0,5
25,med_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,21.4719833333,adr,25.0,short_time_horizon,c96724b6ba588a8ebaa00e44f48d599f,0,1.112496375117628,0.04993729072036488,278.9816666666667,1986.9756326917086,1394.9083333333335,9934.878163458541,2.0188509777908025e-05,0.001482366318601007,252,27.136507936507936,0.13000000000000256,1,5
26,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,19.1435833333,stock,10.0,long_time_horizon,013af61a0a1c2cbef974b88fd4cd8b34,0,0.49643600319455977,217.6786546976346,317.46522380952376,215.97959659139985,1587.326119047619,1079.8979829569992,0.01213825032544308,0.08408063078001182,252,323.04959761904763,645.1729,1,5
27,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,4.71173333333,stock,50.0,short_time_horizon,8c41f7ac77c5487dc61a1bc7754c1f1b,0,8.75391007984077,1.9466429315766238,13.712884057971014,5.335536946925472,68.56442028985506,26.677684734627363,0.0001932097393714517,0.0336338302989196,138,12.777536231884058,-0.5,11,5
28,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,12.3519666667,stock,100.0,short_time_horizon,fadd47d24759e87fe4e6dc49800d314e,0,7.489533377086798,3.828672598243665,71.8117619047619,3.869115361440715,359.0588095238095,19.34557680720375,-0.00027058025287885276,0.010484441980080314,252,71.91,-5.700000000000003,1,5
29,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,14.8278833333,stock,200.0,short_time_horizon,0c2cc46a5d5eeedd3a2c54e59b15e01a,0,12.635928366948699,56.96523212215621,320.6118846153846,56.33853075005604,1603.0594230769232,281.6926537502802,0.00348128121806184,0.08346771628229513,182,321.50063186813185,47.30000000000001,0,5
30,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,52.5490166667,stock,10.0,long_time_horizon,0aed336cdbbd2e9e664d053d877678c8,0,0.18674479238791702,47.85910637603495,176.4025793650794,573.401107649331,882.0128968253969,2867.0055382466553,-0.0021928466751066178,0.045638163364911256,252,104.44365079365079,-114.80000000000001,1,5
31,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,long_time_horizon,c840d6ccb5a43a68312e3ae11ee1ac6a,0,100.0,15.440816329759333,107.62515873015873,212.9740497276442,538.1257936507938,1064.870248638221,-0.002030855407528163,0.017499869247647393,252,80.81634920634922,-46.98,2,5
32,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,17.97345,stock,100.0,short_time_horizon,209cbf0d52efd985e9a15aad05ee1e3a,1,5.270522756799633,121.38589623574228,272.1564624113475,328.4556089522818,1360.7823120567377,1642.2780447614098,0.006552077909369033,0.2394138451761546,141,215.91978723404253,-190.14000000000001,17,5
33,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,11.9484166667,stock,50.0,short_time_horizon,44a2d398d8783c29f605f3528b6f5eb7,1,3.8614759848273303,1696.8289297235842,1709.5043049327353,1677.0120638933734,8547.521524663676,8385.060319466867,1.309446475147192,19.606429182104893,223,1716.4107623318384,1520.75,1,5
34,high_risk_tolerance,good_investment_exp,very_important_liq_need,Android,2.36883333333,stock,500.0,med_time_horizon,253352d8347caa7f3de8bb1096df9a4f,0,148.41933409206788,1035.0425319190165,4532.973722071713,7573.671022772653,22664.868610358568,37868.35511386323,0.008670361388753592,0.10548263264392052,251,3589.530119521912,3530.3,0,5
35,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,35.7030833333,stock,50.0,short_time_horizon,e856013301948923da8a7ee15b34ba62,0,1.362283368564732,55.00715489758614,141.9220306849315,57.815439778702135,709.6101534246575,289.07719889351074,0.04263922014813278,0.4443676193960244,146,137.04048150684932,211.35,0,5
36,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,5.04601666667,stock,1000.0,med_time_horizon,04c47852fa5831f191b831e221d2619a,0,165.39815470782946,38447.505548107445,39487.331684701196,38221.13122147112,197436.65842350599,191105.65610735558,0.02846963066167694,0.2591947359980223,251,40270.146539840636,96724.64,0,5
37,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,71.8712833333,stock,100.0,med_time_horizon,536b742882c3d61b4aa4b123594fb769,0,1.3722826801693362,510.3658039011971,1407.8917109756096,498.95244924572273,7039.458554878049,2494.762246228614,0.020301078878697174,0.2495393512107726,246,1408.2796085365853,1298.1286,1,5
38,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,0.668,stock,60.0,long_time_horizon,537a299337df9e671c1918aca7dd64cf,0,35.97122302158273,1747.0065576335921,3328.7691026190478,1751.1044987634443,16643.84551309524,8755.522493817227,0.012785252559959687,0.08986034166462892,252,3371.8342734126986,5101.304,1,5
39,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,0.0,stock,1000.0,long_time_horizon,b3c8ac89ab421e27d0d8da0d278bc638,0,1000.0,151.68362399189547,1010.4735343426295,3615.005936945348,5052.3676717131475,18075.029684726745,0.0031513738445389573,0.0484216466481296,251,552.8717529880478,333.39,0,5
40,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,6.58586666667,stock,50.0,short_time_horizon,e5ba46f1ff7c44025a2048b70e12ce52,0,6.5912046964501565,11.863449021421506,79.04625714285714,13.88949451179616,395.2312857142857,69.44747255898086,-0.0011318735582826179,0.03168259744709878,252,79.87484126984127,-27.690000000000005,0,5
41,low_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,89.7789333333,stock,20.0,short_time_horizon,7fa9742f1f7874003e5083aa143b48a1,0,0.22031543294928202,35.17338038674543,64.07485714285714,30.940061267523294,320.3742857142857,154.7003063376165,0.11713124927691089,0.6397777855822253,28,65.42285714285714,61.480000000000004,147,5
42,high_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,2.23576666667,mlp,150.0,long_time_horizon,49244824562c2d157846334ab995af29,0,46.35686545172565,3026.079728457271,4023.204360969697,3005.0927278196255,20116.021804848486,15025.463639098125,0.044096683946862884,0.2704063049975908,165,4124.491926060607,8284.19,0,5
43,med_risk_tolerance,limited_investment_exp,not_important_liq_need,iOS,1.28068333333,stock,39.0,short_time_horizon,1d7753decc8ab644e8b03b79d6f43eaa,0,17.100138116525166,0.9294895788511993,170.11336842105263,300.2657871279693,850.5668421052632,1501.3289356398463,0.0060015160806837714,0.0442074285357685,19,19.112105263157893,1.7200000000000024,164,5
44,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,5.32683333333,stock,200.0,short_time_horizon,5761fd7c2bd8ace1e71fcf289d12ab94,1,31.611390637776463,418.2809485631687,1048.5000512820513,919.3880954920637,5242.500256410257,4596.940477460317,1.6163151784248053,10.124825539972127,39,752.8917948717948,858.61,0,5
45,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,35.1944333333,stock,25.0,med_time_horizon,ae4a8561d493e59044a604afc9373649,0,0.6907139495674665,6.736770225387832,57.60905787234042,182.08548231084546,288.04528936170215,910.427411554227,0.00028767708796123353,0.03497201320773569,188,30.729147340425534,-1.6814,0,5
46,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,28.9948833333,stock,10.0,short_time_horizon,add434bc47375ae53743a6b56e2c63df,0,0.33339019488360894,25.832916094217012,99.108875,86.04748717126019,495.544375,430.23743585630115,0.027373284496320344,0.17067995429148183,128,83.647578125,102.07,0,5
47,med_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,72.7252833333,stock,20.0,short_time_horizon,9051d9f9b78f807258d7432335ff7c43,0,0.271277356908664,13.678901506382331,39.40383206349207,95.73466509176764,197.01916031746032,478.67332545883835,0.005018681926451556,0.04686692704008419,252,27.50804761904762,31.84,1,5
48,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,1500.0,short_time_horizon,7bdd363a352211cb6c86cc4546e36eab,0,1500.0,3600.1184727156106,11475.945194523809,3710.936432271479,57379.725972619046,18554.682161357407,0.004878939253011154,0.09927055824148492,252,11633.597673412698,5537.563900000001,2,5
49,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,500.0,long_time_horizon,8cbbe14e0a2faeac7498765fccb13233,0,500.0,94.51967914502049,620.1916666666666,97.70291585163837,3100.9583333333335,488.51457925819193,0.0020061620362611453,0.01716383769235083,252,625.1126984126984,310.52,2,5
50,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,0.0,stock,50.0,long_time_horizon,f4b2de43279fb7220ed3f014bee205bd,0,50.0,5.1209900008204565,180.97117460317463,963.7034968384032,904.855873015873,4818.517484192019,-0.0009496065950102618,0.016683549439246718,252,58.9602380952381,-18.389999999999993,2,5
51,med_risk_tolerance,limited_investment_exp,somewhat_important_liq_need,iOS,74.7014,stock,500.0,long_time_horizon,6da8564a58c1be98127895479c8767aa,0,6.604897663715597,792.9826406334162,1355.0001792792793,976.5308377085656,6775.0008963963965,4882.654188542827,0.01883369112965932,0.11962427136346608,111,1242.364127027027,1710.816,0,5
52,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,15.05155,stock,304.0,med_time_horizon,6d68854af5839cdc3451e369d7493f0f,0,18.938980970685076,369.9225335566593,947.7051129629629,1814.4619590622594,4738.525564814815,9072.309795311294,0.009954345572015409,0.10269999815728999,162,659.8448413580247,235.62,0,5
53,low_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,2.49836666667,etp,20000.0,short_time_horizon,8e9fba007fda31acc10a7a8034c38894,0,5716.95362597239,45976.80370822937,77171.87188095239,46239.870633785285,385859.3594047619,231199.35316892635,0.007577306460046056,0.11454852119999423,252,77650.39964285714,20438.15,0,5
54,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,56.1876166667,stock,5.0,med_time_horizon,f59175fe38f9f5e98853efe6e9caefaa,0,0.08743151562235797,153.08110487832283,629.1932397260274,168.52578218590082,3145.966198630137,842.6289109295042,0.04896832365279309,0.3709958439506148,146,639.4181575342466,698.1099999999999,0,5
55,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,106.765116667,etp,1000.0,long_time_horizon,0364f794c1630491067963fee08de762,0,9.279440610546116,1451.5829997411226,4576.23017699115,1578.2475098387622,22881.150884955754,7891.237549193813,0.0361526248584182,0.37576531786404954,113,4685.930973451327,4335.94,7,5
56,low_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,20.4975666667,stock,100.0,short_time_horizon,6728e2c4d84d71c182e10b2799e4f306,0,4.6516892609479035,178.46840106675896,432.81819047619047,187.00141217609027,2164.0909523809523,935.0070608804522,0.02691541176287391,0.32311493313325096,252,421.07940476190475,344.25,1,5
57,med_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,31.1774333333,etp,200.0,med_time_horizon,f25fe89878348b1c81cb864d590bce09,0,6.215536146974863,571.5019195990606,6382.040198412699,839.9346017404342,31910.200992063492,4199.673008702169,0.0008926271913009562,0.009207835521760662,252,6303.150873015873,1337.4900000000007,1,5
58,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,23.1584,stock,500.0,long_time_horizon,26c361b6af7464bab75bd55b91860b6e,0,20.696734883104842,1073.2391261007517,11724.185789682539,46509.795978887014,58620.92894841269,232548.979894435,0.002520458832993753,0.02635939343090192,252,5829.787361111111,3129.4299999999994,1,5
59,low_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,83.8301333333,stock,200.0,short_time_horizon,056f2bce1aca9b0679e7146134f01f92,0,2.3576527837601566,38.90110712664742,368.2609633027523,303.2204757050774,1841.3048165137616,1516.1023785253876,0.0415840300150955,0.37048948594352665,109,306.3533669724771,260.16,116,5
60,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,10.7370833333,stock,19.38,short_time_horizon,8f7bcd197e3ebb65a4780a502ea1b1c0,0,1.651176825593102,12.805973739988318,89.5895096031746,14.190919244165409,447.947548015873,70.95459622082701,0.0019051806202350279,0.011779868575664008,252,90.37959642857143,39.2295,1,5
61,high_risk_tolerance,good_investment_exp,not_important_liq_need,Android,2.76991666667,stock,50.0,med_time_horizon,95336f00a24e792903c47057b0ade7fa,0,13.262892636872378,579.3284744678275,766.5149570281125,632.937552439288,3832.574785140562,3164.6877621964372,0.09281861153879857,0.8646558194653625,249,736.9350144578314,-1256.2099999999998,1,5
62,med_risk_tolerance,no_investment_exp,very_important_liq_need,Android,33.3147333333,stock,1000.0,med_time_horizon,18ea38b0190c952a917f9c2a7a38a603,0,29.14200120067876,147.97661817581303,703.046623015873,154.1275466543544,3515.2331150793652,770.6377332717718,-0.00041960226813940254,0.06988813886324942,252,710.2170515873015,-387.18,1,5
63,low_risk_tolerance,good_investment_exp,very_important_liq_need,Android,5.60391666667,stock,500.0,short_time_horizon,5d26092b40d2a8cd5b8eb9523f5f6bff,0,75.7126452735999,203.6254961826827,292.93374301675976,200.2494553706095,1464.668715083799,1001.2472768530474,-0.004404945943528922,0.061030491448020946,179,290.57553072625694,-400.0,0,5
64,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,19.7094333333,stock,100.0,short_time_horizon,5c4103eba2ef8e35baa57bace49d758c,0,4.828717347818673,0.7260944464573156,97.13170561797752,2.5609592557997805,485.6585280898876,12.804796278998907,-0.0002894631422939122,0.004809712106588545,178,97.56503033707864,-5.340900000000005,0,5
65,low_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,13.6891333333,stock,1000.0,short_time_horizon,f4a6535024dc234560e24949d05ce02c,0,68.07753577489954,53957.75767651345,43296.153141349205,47456.24262077051,216480.76570674602,237281.2131038525,0.05968124618297729,0.46721482757064,252,43634.44192142857,41959.9197,0,5
66,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,19.7995666667,stock,100.0,med_time_horizon,41d53694c5f8c3fcc589306f6ce28c6d,0,4.807792470027729,18375.92811571889,29064.539000956174,18393.03551027188,145322.69500478086,91965.17755135937,0.009605140636146453,0.0747679704607296,251,29421.91185936255,41827.04,0,5
67,high_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,4.3,stock,5.0,long_time_horizon,28e81aeb3bd9524fdbd8cd381293517e,0,0.9433962264150944,1227.2069626055838,2141.4831833333333,1232.1200779133944,10707.415916666665,6160.600389566969,0.009478640589688198,0.042325402002472916,252,2177.120357142857,3647.3095,1,5
68,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,100.0,short_time_horizon,1e2e6e16a4ccf9d644c97007cf5ebe28,0,100.0,6.073795487886616,120.55778611111111,630.7860246848475,602.7889305555556,3153.9301234242394,-0.001427547520489844,0.026276222828574614,252,40.681867063492064,-19.474000000000004,2,5
69,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,16.145,stock,50.0,long_time_horizon,38195e2a4838bff7fed7bd3297194bf3,0,2.916302128900554,312.8529354929433,230.9024275862069,257.21790070241013,1154.5121379310344,1286.089503512051,0.40375491160621996,1.4915414432710346,29,224.66586206896554,2.210000000000001,91,5
70,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,11.7963166667,stock,1500.0,long_time_horizon,03533bd0bbc4abd794ad22835d993082,0,117.22123163015081,205.6250615433383,852.554073968254,222.65528035640023,4262.77036984127,1113.2764017820016,-0.0027465573624442024,0.049883187539909,252,864.4380682539683,-728.6999999999998,1,5
71,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,10.0,long_time_horizon,db4fefb04bba4bf2ab71aba2716abe35,0,10.0,169.41581129663163,418.96761904761905,148.3448256042371,2094.838095238095,741.7241280211853,0.002072432977378608,0.08704212496180797,252,430.94920634920635,-865.0900000000001,2,5
72,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,41.2887833333,stock,100.0,short_time_horizon,494cc4ec82bb40a48b86f752be56e7b1,0,2.3646932382009607,38.01134030828001,197.00053968253968,44.43396970458057,985.0026984126985,222.169848522903,-0.0010183893103530481,0.025507239771011214,252,200.03333333333333,-67.63999999999999,1,5
73,low_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,33.7029166667,stock,10.0,short_time_horizon,9c0a78efe3331efaf8903769921e60ca,0,0.2881602170804201,4.15857847527166,34.958523968253964,4.420068800126879,174.79261984126984,22.100344000634397,0.0004761717419202125,0.03154264955351626,252,34.62173968253968,-0.14000000000000057,1,5
74,high_risk_tolerance,good_investment_exp,very_important_liq_need,iOS,40.5918333333,etp,1500.0,short_time_horizon,a541737b5ce39d1cac27952aae426b03,0,36.06477233113557,242.21734812864165,2978.074548780488,411.0961918549726,14890.372743902439,2055.4809592748607,0.006397380947378644,0.08127282084150438,164,2901.9865243902436,1565.81,35,5
75,high_risk_tolerance,no_investment_exp,very_important_liq_need,Android,16.1373833333,etp,500.0,med_time_horizon,c573cbab130f864ad1a3a80e97c95332,0,29.175982720094716,329.6152811771695,316.10997936507937,319.67066702808376,1580.549896825397,1598.3533351404183,0.016181307465189847,0.29866301490639774,252,317.34952698412695,89.85999999999999,2,5
76,med_risk_tolerance,no_investment_exp,not_important_liq_need,iOS,31.5684333333,stock,500.0,short_time_horizon,2b14f5c66d2b16ff7aef2b2991d2e389,0,15.352288975127605,25237.709360035988,12121.966956414342,24542.257212084976,60609.83478207172,122711.28606042489,0.02596026968329698,0.13112558922004575,251,12721.285951792828,74845.08,0,5
77,med_risk_tolerance,limited_investment_exp,very_important_liq_need,Android,16.8940833333,stock,10.0,short_time_horizon,2a5c2c3397fd6a3b7cbe6d7e66cefdac,0,0.5588439381742734,4.603174019543024,28.07215873015873,66.20586237645851,140.36079365079365,331.0293118822923,-0.0015530886611326118,0.03705785011047964,252,19.62253968253968,-8.160000000000002,1,5
78,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,2000.0,short_time_horizon,92d7fcd6f40b6d156400003c20f2d927,0,2000.0,326.9103909908491,2247.865746031746,425.0263870229142,11239.32873015873,2125.13193511457,0.0016827032309950684,0.010982065890616288,252,2284.5256746031746,949.6400000000001,2,5
79,high_risk_tolerance,no_investment_exp,very_important_liq_need,iOS,21.7370333333,stock,10.49,short_time_horizon,94ca511432e37f4ee004c7efe5928b9e,0,0.4613618604603376,11.354428716175686,123.5489074074074,459.550869541273,617.744537037037,2297.7543477063646,0.003576608555835102,0.03915042249760724,216,60.54421296296296,35.31999999999999,43,5
80,med_risk_tolerance,no_investment_exp,somewhat_important_liq_need,iOS,255.079433333,stock,100.0,short_time_horizon,de6263af9d5d18790896379341185287,0,0.39050383194952726,63.56343922843741,538.612632231405,78.97628889674131,2693.0631611570248,394.88144448370593,0.02902106381875412,0.43812138517717686,242,544.8363347107438,578.6899999999999,1,5
81,high_risk_tolerance,limited_investment_exp,very_important_liq_need,iOS,0.0,stock,200.0,long_time_horizon,2a817f4309fc5ccc48a12c230323b8e4,0,200.0,70.81745145763432,245.14306095238095,74.00103405612681,1225.7153047619047,370.0051702806337,-0.001406955286097801,0.030355389977991108,252,248.94629444444445,-139.022,2,5
